PARAMS	28																		
EPOCHS	19																		
Stimulus.stimtype	71	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116	116
Stimulus.lum	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.contrast	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.duration	1	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8	0.8
Stimulus.transgain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.rotgain	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.trans.mean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.trans.amp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.trans.per	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.trans.phase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.rot.mean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.rot.amp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.rot.per	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.rot.phase	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0
Stimulus.stimtrans.mean	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stimtrans.amp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stimtrans.per	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.stimtrans.phase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stimrot.mean	0	18	24	36	48	60	-18	-24	-36	-48	-60	24	-24	36	-36	48	-48	60	-60
Stimulus.stimrot.amp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.stimrot.per	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Stimulus.stimrot.phase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.spacing	20	3	4	6	8	10	3	4	6	8	10	4	4	6	6	8	8	10	10
Stimulus.density	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
Stimulus.tau	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stimulus.arenasize	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
Stimulus.arenaheight	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
Stimulus.tau2	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55	0.55
